Age,Sex,Education,Marital_Status,Job_Position,Shifts,Working_days/week,Working_hours/week_excbreak,Break_timeHrs,Job_Experience,Travelling_Time,SalaryPer Annum,Family_Type,Family_Members,Dependent_Members,Earning_Members,Felt_stress,Stress_past,S1,S2,S3,S4,S5,S6,S7,S8,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,How stress shows its ill effect in job performance?,Health_Problems,Physical_mental_problems,Coping_Stress,CopingMethods_beneficial,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Organisation_Stress,Beneficial_Org,Company_Programs,Members
22,Female,Graduate,Single,Trainee,Day only,6,8,1,4,4,1,1,4,1,3,1,,4,5,5,5,5,4,5,5,2,2,3,3,2,4,4,4,5,5,1,5,4,4,4,Losing patience while dealing with customers or clients,Headache;Stomach disorder;Chest pain;Depression;Insecurity;Restlessness;Back pain,Frequent hospitalization;Under/Over Eating;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
23,Female,Graduate,Single,Associate,Day only,5,8,1,1,2,1,2,4,3,1,1,,2,3,3,1,1,2,3,2,3,3,3,4,3,3,3,3,3,2,2,3,1,2,3,Committing more errors,Headache;Tension,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Motivational lectures,Suresh Konar
24,Female,Graduate,Single,Associate,Day only,5,8,1,1,5,2,2,8,6,2,1,,2,3,5,4,3,5,4,4,1,1,1,3,5,4,1,5,4,4,1,3,1,3,2,Low morale,Headache;Chest pain;Anxiety;Depression;High/Low Blood Pressure;Restlessness;Back pain,Excessive alcohol;Under/Over Eating;Frequent crying;Suicidal Thoughts;Others,0,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
31,Female,Post Graduate,Married,Manager,Day only,6,8,1,2,2,2,2,4,2,2,1,,3,3,3,3,3,5,1,5,3,1,2,2,1,1,2,1,2,1,1,1,5,4,4,Lack of concentration,Headache;Stomach disorder;Chest pain;Tension;Insecurity;Back pain,Frequent hospitalization;Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,0,,Employee counselling,Aishwarya Ashokan
22,Female,Graduate,Single,Associate,Day only,5,8,1,1,4,1,1,5,3,2,1,,3,2,3,3,1,2,3,3,3,4,5,5,5,3,4,5,5,4,3,4,4,4,5,Can't complete your work within specific time,Headache;Tension;Anxiety;Insecurity;Restlessness;Back pain,Frequent crying,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Sheetal Gorde
22,Female,Graduate,Single,Associate,Day or Night,5,8,1,1,3,1,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
25,Male,Post Graduate,Single,Associate,Day only,6,8.5,1,1,3,2,1,6,2,4,1,,3,2,3,4,3,3,1,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,Low morale,Headache,Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Effective training and development program,Anshika Yadav
23,Female,Graduate,Single,Trainee,Day only,5,9,1,1,2,1,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Health club,Aishwarya Ashokan
43,Male,Post Graduate,Married,Manager,Day only,5,8,1,4,2,4,1,5,3,2,1,,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Low morale,Anxiety;Depression;Insecurity;High/Low Blood Pressure;Restlessness,Excessive alcohol;Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
28,Male,Ph.D,Single,Senior Associate,Day only,5,9,1,1,2,2,2,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures;Health club,Aishwarya Ashokan
28,Male,Ph.D,Single,Senior Associate,Day only,5,9,1,1,2,2,2,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures;Health club,Aishwarya Ashokan
33,Male,Post Graduate,Married,Manager,Day or Night,5,9,1,3,1,4,1,5,3,2,1,,1,1,3,3,3,3,2,1,4,3,3,4,4,3,3,3,4,3,1,4,1,4,1,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Aishwarya Ashokan
38,Male,Graduate,Married,Manager,Day only,5,10,1,3,1,4,1,3,2,1,1,,3,3,3,3,3,2,2,2,1,4,3,4,3,3,3,2,2,2,2,3,3,2,2,Losing patience while dealing with customers or clients,Headache;Chest pain;Insecurity;High/Low Blood Pressure,Increased Smoking;Excessive alcohol,0,,,,,,,,,,,,,,0,,Effective training and development program,Sheetal Gorde
32,Male,Post Graduate,Married,Senior Associate,Day only,5,8,1,2,2,2,1,7,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling,Aishwarya Ashokan
24,Female,Post Graduate,Single,Senior Associate,Day only,6,7.3,1,1,1,1,1,4,3,1,1,,1,2,3,2,1,3,1,3,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,Lack of concentration,Back pain,Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Motivational lectures,Suresh Konar
30,Male,Graduate,Single,Manager,Day only,5,8,1,2,1,2,1,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
33,Male,Post Graduate,Single,Team Leader,Day only,5,8,1,3,3,4,2,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Motivational lectures,Aishwarya Ashokan
39,Male,Graduate,Married,Manager,Day only,5,9,1,4,5,4,2,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Aishwarya Ashokan
30,Male,Graduate,Married,Manager,Day only,5,8,1,2,1,2,2,7,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Health club,Aishwarya Ashokan
29,Male,Post Graduate,Single,Team Leader,Day only,5,8,1,5,2,2,2,4,1,3,1,,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,1,0,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
22,Male,Graduate,Single,Team Leader,Day only,6,8,1,1,3,1,2,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
22,Male,Graduate,Single,Team Leader,Day only,6,8,1,1,3,1,2,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
22,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,1,2,8,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Health club,Aishwarya Ashokan
33,Male,Graduate,Married,Senior Associate,Day only,5,9,1,2,4,2,2,8,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
36,Male,Graduate,Married,Manager,Day only,5,8,1,2,3,2,2,8,6,2,0,1,3,1,2,3,3,3,3,3,4,5,5,2,1,4,1,1,4,4,3,4,2,2,3,Committing more errors,Stomach disorder;Tension,Increased Smoking;Poor performance in job,1,1,4,3,4,4,3,4,3,4,3,5,4,1,1,1,Effective training and development program,Aishwarya Ashokan
23,Male,Graduate,Single,Trainee,Day or Night,5,9,1,1,3,1,2,5,4,1,1,,1,5,4,4,2,2,3,1,3,3,3,3,4,3,4,4,3,3,3,4,4,3,5,Lack of concentration,Tension;Depression,Under/Over Eating;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Akash Kadge
40,Male,Post Graduate,Married,Manager,Day only,5,9,1,4,4,4,1,4,3,1,0,1,3,3,2,2,2,2,4,5,3,4,5,3,3,3,4,3,3,2,2,5,3,5,4,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
29,Male,Post Graduate,Single,Manager,Day only,5,8,1,1,3,4,1,3,1,2,1,,4,2,4,5,1,3,2,2,5,4,4,2,5,3,4,4,4,4,4,4,2,3,3,Low morale,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
38,Male,Graduate,Married,Manager,Day only,6,9,1,2,2,2,1,4,0,4,1,,1,1,3,1,3,1,3,3,2,3,3,4,5,4,5,4,2,2,3,3,3,2,3,Can't complete your work within specific time,Tension;Depression,None,1,1,4,3,4,4,4,4,3,4,3,4,4,4,1,1,Motivational lectures,Sheetal Gorde
29,Female,Graduate,Single,Team Leader,Day only,6,10,1,1,2,2,1,4,2,2,1,,1,3,2,3,3,3,4,5,1,2,4,3,2,3,4,2,4,5,3,5,4,5,5,Losing patience while dealing with customers or clients,Headache;Chest pain;Tension;Depression;Insecurity;High/Low Blood Pressure,Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
32,Male,Post Graduate,Married,Manager,Day only,5,9,1,2,5,3,1,5,4,1,1,,3,1,3,2,3,4,4,5,2,2,2,4,4,2,5,3,3,2,3,3,2,3,3,Losing patience while dealing with customers or clients,High/Low Blood Pressure,Violence,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Aishwarya Ashokan
36,Male,Post Graduate,Married,Associate,Day only,5,9,1,1,2,3,1,5,3,2,1,,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Lack of concentration,Stomach disorder;Anxiety;None,None,1,1,4,4,4,4,4,4,1,3,3,3,3,3,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
34,Female,Graduate,Married,Team Leader,Day only,5,7,1,3,2,4,1,2,0,2,1,,3,3,3,5,5,5,3,4,4,5,4,4,5,3,5,3,3,3,4,4,3,3,5,Low morale,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Depression;Insecurity;Insomnia;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating;Frequent crying;Poor performance in job;Withdrawal from relationship;Others,1,1,3,3,2,3,2,3,3,3,3,3,3,1,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
31,Female,Post Graduate,Married,Manager,Day or Night,6,8,1,2,3,2,1,2,0,2,1,,2,3,3,4,5,5,4,5,4,3,4,4,5,5,4,2,3,5,3,3,5,3,3,Low morale,Headache;Tension;Depression;Insecurity;Restlessness,Frequent hospitalization;Under/Over Eating;Withdrawal from relationship,1,1,5,5,5,5,3,5,3,4,5,5,4,1,0,,Employee counselling;Effective training and development program;Motivational lectures,Aishwarya Ashokan
36,Male,Graduate,Married,Senior Associate,Day only,5,8,1,2,3,3,2,6,3,3,1,,2,1,2,3,3,3,3,4,4,3,4,5,4,3,4,4,4,3,5,4,4,4,3,Committing more errors,Headache;Depression;Restlessness,Others,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Aishwarya Ashokan
22,Male,Post Graduate,Single,Associate,Day only,6,9,1,1,2,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
46,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,5,1,4,1,3,1,2,1,,5,4,5,5,4,2,4,5,1,2,5,5,5,5,2,2,2,5,5,1,4,2,2,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
46,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,5,1,4,1,3,1,2,1,,5,4,5,5,4,2,4,5,1,2,5,5,5,5,2,2,2,5,5,1,4,2,2,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
22,Female,Post Graduate,Single,Trainee,Day only,5,8,1,1,2,2,1,4,2,2,1,,3,1,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,Can't complete your work within specific time,Others,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Sheetal Gorde
30,Female,Graduate,Married,Manager,Day only,5,8,1,2,3,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling,Sheetal Gorde
36,Male,Post Graduate,Married,Manager,Day only,5,9,1,3,2,3,2,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
26,Male,Graduate,Single,Associate,Day or Night,5,8,1,1,2,2,2,4,2,2,0,1,2,3,4,3,3,1,2,3,3,4,4,3,5,3,5,4,3,4,4,5,3,5,3,Committing more errors,Headache;Tension,Poor performance in job;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
23,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,4,1,1,3,1,2,1,,3,3,3,2,2,4,2,3,4,4,3,4,4,3,4,4,5,5,5,4,4,4,5,Can't complete your work within specific time,Insecurity;Restlessness;Back pain;Others,Under/Over Eating;Frequent crying;Poor performance in job;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Health club,Suresh Konar
38,Male,Graduate,Single,Manager,Day only,5,10,1,4,3,4,1,3,2,1,1,,2,3,1,1,3,3,3,4,1,4,5,5,3,4,5,5,5,5,5,5,5,4,1,Lack of concentration,None,Increased Smoking;Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Aishwarya Ashokan
30,Male,Graduate,Married,Manager,Day only,5,8,1,2,3,4,2,6,3,3,1,,2,2,3,2,2,4,4,3,2,2,4,4,4,1,1,1,5,4,1,5,1,4,4,Increased Absenteeism,None,None,0,,,,,,,,,,,,,,1,0,Effective training and development program;Motivational lectures,Aishwarya Ashokan
31,Female,Post Graduate,Married,Associate,Day only,5,9,1,2,3,2,1,2,0,2,1,,2,1,1,2,2,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,Can't complete your work within specific time,Headache;Stomach disorder;Anxiety;Back pain,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
33,Male,Graduate,Single,Senior Associate,Day or Night,5,8,1,2,3,2,1,2,1,1,1,,1,3,3,3,4,5,1,5,4,1,5,3,2,3,4,1,3,4,5,5,5,5,3,Low morale,Headache;Stomach disorder;Tension;Anxiety;Depression;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Frequent crying;Withdrawal from relationship;Suicidal Thoughts;Violence,1,1,3,4,4,3,5,5,3,4,4,5,5,3,0,,Employee counselling;Motivational lectures;Health club,Aishwarya Ashokan
33,Male,Graduate,Married,Manager,Night only,5,9,1,2,4,3,1,3,2,1,1,,3,3,3,2,3,2,3,3,3,3,3,4,3,3,5,5,5,5,5,4,1,4,5,Low morale,Headache;Stomach disorder;Tension;Anxiety;Depression;Insecurity;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
25,Female,Graduate,Married,Associate,Day only,5,9,1,1,1,2,2,8,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
29,Male,Post Graduate,Married,Senior Associate,Day only,6,10,1,2,1,1,2,5,4,1,1,,3,3,5,5,5,4,3,2,3,3,5,5,5,5,4,5,5,5,5,5,3,4,3,Losing patience while dealing with customers or clients,Headache;Anxiety;Depression;Insecurity;Restlessness;Back pain,Under/Over Eating;Withdrawal from relationship;Suicidal Thoughts;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Health club,Aishwarya Ashokan
31,Male,Graduate,Single,Trainee,Day only,5,8,1,2,2,1,1,5,1,4,1,,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,Lack of concentration,None,None,0,,,,,,,,,,,,,,1,1,Health club,Aishwarya Ashokan
28,Female,Post Graduate,Married,Associate,Day only,5,9,1,1,3,2,2,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Aishwarya Ashokan
28,Female,Post Graduate,Married,Associate,Day only,5,9,1,1,3,2,2,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Suresh Konar
35,Male,Post Graduate,Married,Trainee,Day only,5,10,1,3,3,3,1,3,1,2,1,,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Can't complete your work within specific time,Headache;Anxiety;Back pain,Frequent crying,1,1,3,3,3,3,2,3,3,3,3,3,3,1,0,,Health club,Aishwarya Ashokan
36,Male,Post Graduate,Married,Manager,Day only,5,8,1,3,3,4,2,6,3,3,1,,3,2,3,2,3,1,1,1,3,3,4,4,5,4,5,3,4,5,4,4,4,4,4,Increased Absenteeism,None,None,1,1,5,5,3,5,4,4,3,4,5,5,5,1,1,1,Effective training and development program,Aishwarya Ashokan
37,Male,Post Graduate,Married,Senior Associate,Day only,5,8,1,3,2,4,1,4,2,2,1,,2,2,2,1,1,1,2,1,2,4,5,5,3,3,3,3,3,3,3,5,1,1,1,Low morale,None,None,0,,,,,,,,,,,,,,1,0,Employee counselling;Health club,Suresh Konar
40,Male,Post Graduate,Married,Senior Associate,Day or Night,6,8,1,3,1,2,2,6,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Sheetal Gorde
33,Female,Post Graduate,Married,Manager,Day only,5,7,1,3,4,3,2,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Aishwarya Ashokan
28,Male,Graduate,Single,Associate,Day or Night,6,9,1,1,1,2,1,4,2,2,1,,4,5,4,5,4,4,3,5,5,4,4,5,4,5,5,5,5,4,4,4,4,4,5,Low morale,Stomach disorder;Tension;Insecurity;Restlessness,Frequent hospitalization;Withdrawal from relationship;Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
37,Male,Graduate,Married,Manager,Day only,6,8,1,4,2,1,1,4,3,1,1,,2,2,2,3,2,2,2,1,1,3,3,4,4,3,4,4,3,3,4,3,2,2,3,Committing more errors,None,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Suresh Konar
36,Male,Graduate,Married,Team Leader,Day only,5,9,1,3,2,4,1,3,1,2,1,,3,3,2,4,4,3,3,4,2,3,4,5,5,2,5,4,5,5,5,4,2,2,3,Low morale,Back pain,Increased Smoking;Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,1,0,Motivational lectures,Aishwarya Ashokan
35,Male,Graduate,Married,Manager,Day only,5,8,1,3,2,4,2,7,5,2,1,,3,3,2,3,3,3,3,3,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,Lack of concentration,Headache;Back pain,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Health club,Aishwarya Ashokan
31,Male,Post Graduate,Single,Team Leader,Day only,5,9,1,2,3,3,1,5,3,2,1,,3,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,Committing more errors,Insecurity,Increased Smoking;Excessive alcohol,1,1,4,4,3,5,5,5,5,5,3,5,5,3,0,,Motivational lectures;Health club,Aishwarya Ashokan
24,Male,Graduate,Single,Associate,Day only,5,7,1,1,1,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Health club,Suresh Konar
24,Female,Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,5,3,2,1,,1,3,4,4,3,2,2,3,4,2,3,4,4,5,4,3,5,4,5,5,5,5,3,Losing patience while dealing with customers or clients,Insecurity,Increased Smoking;Excessive alcohol;Under/Over Eating,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
40,Male,Graduate,Married,Manager,Day only,6,8,1,4,2,4,1,5,4,1,1,,4,5,5,5,5,4,1,1,2,5,5,5,5,2,3,1,2,5,5,5,1,2,2,Low morale,Headache;Chest pain;Tension;Anxiety;High/Low Blood Pressure;Restlessness;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Raj Shah
27,Male,Graduate,Single,Team Leader,Day only,6,8,1,1,2,2,1,4,2,2,1,,2,2,2,2,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,Lack of concentration,Stomach disorder;Anxiety,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
33,Female,Post Graduate,Married,Manager,Day only,5,9,1,3,3,4,2,5,2,3,1,,2,3,3,2,3,4,3,4,3,4,3,5,3,2,2,2,2,3,3,2,2,3,2,Can't complete your work within specific time,Others,Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
26,Male,Post Graduate,Single,Senior Associate,Day only,5,7,1,1,3,1,1,4,2,2,1,,2,3,3,3,4,3,1,5,4,4,4,1,1,3,4,1,1,1,1,1,2,2,2,Lack of concentration,Stomach disorder,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Anshika Yadav
23,Male,Post Graduate,Single,Associate,Day only,5,7,1,1,1,3,1,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling,Anshika Yadav
43,Male,Post Graduate,Married,Manager,Day only,5,8,1,4,4,3,1,4,3,1,1,,1,3,1,1,3,4,4,5,1,1,1,2,2,2,4,4,1,1,1,3,5,4,5,Lack of concentration,Others,Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Sheetal Gorde
23,Female,Graduate,Single,Trainee,Day only,5,8,1,1,1,1,1,4,2,2,1,,1,2,2,3,1,5,5,5,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,Low morale,Headache,Frequent hospitalization;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures;Health club,Anshika Yadav
46,Male,Graduate,Married,Manager,Day only,5,10,1,5,5,4,2,8,6,2,1,,3,2,3,3,2,2,2,1,1,2,4,4,4,1,3,2,2,2,2,5,1,3,2,Losing patience while dealing with customers or clients,Back pain,Excessive alcohol,0,,,,,,,,,,,,,,0,,Motivational lectures,Aishwarya Ashokan
24,Male,HSC,Single,Trainee,Day only,6,8,1,1,2,1,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Health club,Anshika Yadav
28,Male,Ph.D,Single,Senior Associate,Day only,5,9,1,1,2,2,2,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures;Health club,Aishwarya Ashokan
36,Male,Post Graduate,Married,Manager,Day only,7,8,1,3,1,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Aishwarya Ashokan
38,Male,Post Graduate,Married,Manager,Night only,4,8,1,4,3,4,1,2,0,2,0,1,3,4,5,3,3,3,1,5,5,5,5,5,3,5,5,5,2,5,1,3,2,5,1,Can't complete your work within specific time,Headache;Insecurity;Back pain,None,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
24,Female,Post Graduate,Single,Associate,Day only,5,9,1,1,2,1,2,5,3,2,1,,3,5,3,4,1,3,1,4,2,2,2,4,4,4,1,1,4,3,1,5,3,1,1,Committing more errors,None,Under/Over Eating,1,1,5,5,3,5,2,5,1,3,4,5,5,5,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
26,Female,Post Graduate,Single,Trainee,Day only,6,7,1,1,3,1,1,5,2,3,1,,2,2,2,2,2,5,1,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,Lack of concentration,Headache,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
32,Female,Post Graduate,Single,Senior Associate,Day only,5,9,1,2,5,2,1,5,3,2,1,,2,5,4,4,4,4,2,2,2,5,5,5,5,5,2,3,5,5,1,5,3,5,5,Lack of concentration,Headache;Tension;Depression;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating;Frequent crying;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
25,Male,Post Graduate,Single,Associate,Day only,5,8,1,1,3,2,1,4,2,2,1,,2,2,2,2,3,2,3,3,5,3,5,5,5,5,4,3,3,4,2,5,5,5,5,Lack of concentration,Back pain,Under/Over Eating,0,,,,,,,,,,,,,,1,0,Motivational lectures,Suresh Konar
24,Female,Post Graduate,Single,Trainee,Day only,5,10,1,1,4,1,1,4,1,3,1,,2,5,3,3,1,4,2,2,1,1,4,3,5,5,3,2,4,4,2,5,3,3,2,Low morale,Tension;Insecurity;Back pain,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
25,Female,Post Graduate,Single,Associate,Day only,5,9,1,1,2,1,1,2,0,2,0,1,3,1,2,2,1,4,4,4,1,2,2,3,2,1,4,3,2,2,1,3,1,4,3,Lack of concentration,Back pain,None,1,0,3,3,3,5,2,5,1,5,5,5,4,3,1,1,Health club,Suresh Konar
29,Male,Post Graduate,Single,Team Leader,Day only,5,9,1,2,4,2,2,8,4,4,1,,3,3,4,3,3,3,4,3,2,2,2,4,4,2,3,4,2,2,2,5,4,5,4,Committing more errors,None,None,0,,,,,,,,,,,,,,1,0,Motivational lectures;Health club,Suresh Konar
23,Male,Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Suresh Konar
43,Male,Graduate,Single,Associate,Day only,5,9,1,4,3,2,1,3,2,1,1,,2,1,2,1,1,4,2,5,3,4,4,4,2,2,2,4,1,1,2,1,1,1,2,Can't complete your work within specific time,Stomach disorder,Others,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures;Health club,Suresh Konar
21,Female,Graduate,Single,Associate,Day only,6,8,1,2,2,1,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Health club,Sheetal Gorde
50,Male,Post Graduate,Married,Senior Associate,Day only,6,8,1,5,1,2,1,5,4,1,1,,5,5,3,3,2,3,3,5,5,5,5,5,5,5,4,3,4,5,5,2,2,2,3,Increased Absenteeism,Stomach disorder;Chest pain;Tension;Anxiety;Depression;Insecurity;Back pain,Poor performance in job,1,1,5,5,3,3,4,3,4,4,4,5,4,2,0,,Employee counselling;Effective training and development program,Sheetal Gorde
32,Male,Post Graduate,Married,Manager,Day only,6,8.3,1,2,3,3,2,6,2,4,1,,3,1,3,1,1,2,4,5,4,4,4,4,4,5,3,2,4,2,2,2,2,4,3,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
